phrase	category	indexed_at	url	section	section_url
zcalc	functions	zsh_15.html	User-Contributions.html#index-zcalc	26.10 Mathematical Functions	User-Contributions.html#Mathematical-Functions
zcalc-auto-insert	editor-functions	zsh_17.html	User-Contributions.html#index-zcalc_002dauto_002dinsert	26.7.1 Widgets	User-Contributions.html#Widgets
zcompile	functions	zsh_15.html	Shell-Builtin-Commands.html#index-zcompile	17 Shell Builtin Commands	Shell-Builtin-Commands.html#Shell-Builtin-Commands
zcompile, use of	functions	zsh_15.html	Functions.html#index-zcompile_002c-use-of	9.1 Autoloading Functions	Functions.html#Autoloading-Functions
zcp	functions	zsh_15.html	User-Contributions.html#index-zcp	26.12.1 Descriptions	User-Contributions.html#Descriptions
zcurses	functions	zsh_15.html	Zsh-Modules.html#index-zcurses	22.9.1 Builtin	Zsh-Modules.html#Builtin
zcurses_attrs	variables	zsh_8.html	Zsh-Modules.html#index-zcurses_005fattrs	22.9.2 Parameters	Zsh-Modules.html#Parameters-4
ZCURSES_COLOR_PAIRS	variables	zsh_8.html	Zsh-Modules.html#index-ZCURSES_005fCOLOR_005fPAIRS	22.9.2 Parameters	Zsh-Modules.html#Parameters-4
ZCURSES_COLORS	variables	zsh_8.html	Zsh-Modules.html#index-ZCURSES_005fCOLORS	22.9.2 Parameters	Zsh-Modules.html#Parameters-4
zcurses_colors	variables	zsh_8.html	Zsh-Modules.html#index-zcurses_005fcolors	22.9.2 Parameters	Zsh-Modules.html#Parameters-4
zcurses_keycodes	variables	zsh_8.html	Zsh-Modules.html#index-zcurses_005fkeycodes	22.9.2 Parameters	Zsh-Modules.html#Parameters-4
zcurses_windows	variables	zsh_8.html	Zsh-Modules.html#index-zcurses_005fwindows	22.9.2 Parameters	Zsh-Modules.html#Parameters-4
zdelattr	functions	zsh_15.html	Zsh-Modules.html#index-zdelattr	22.2 The zsh/attr Module	Zsh-Modules.html#The-zsh_002fattr-Module
ZDOTDIR	variables	zsh_8.html	Parameters.html#index-ZDOTDIR	15.6 Parameters Used By The Shell	Parameters.html#Parameters-Used-By-The-Shell
ZDOTDIR, use of	variables	zsh_8.html	Files.html#index-ZDOTDIR_002c-use-of	5.1 Startup/Shutdown Files	Files.html#Startup_002fShutdown-Files
zed	functions	zsh_15.html	User-Contributions.html#index-zed	26.12.1 Descriptions	User-Contributions.html#Descriptions
zfanon	functions	zsh_15.html	Zftp-Function-System.html#index-zfanon	25.3.1 Opening a connection	Zftp-Function-System.html#Opening-a-connection
zfautocheck	functions	zsh_15.html	Zftp-Function-System.html#index-zfautocheck	25.3.9 Other functions	Zftp-Function-System.html#Other-functions
zfcd	functions	zsh_15.html	Zftp-Function-System.html#index-zfcd	25.3.2 Directory management	Zftp-Function-System.html#Directory-management
zfcd_match	functions	zsh_15.html	Zftp-Function-System.html#index-zfcd_005fmatch	25.3.9 Other functions	Zftp-Function-System.html#Other-functions
zfcget	functions	zsh_15.html	Zftp-Function-System.html#index-zfcget	25.3.4 Retrieving files	Zftp-Function-System.html#Retrieving-files
zfclose	functions	zsh_15.html	Zftp-Function-System.html#index-zfclose	25.3.6 Closing the connection	Zftp-Function-System.html#Closing-the-connection
zfcput	functions	zsh_15.html	Zftp-Function-System.html#index-zfcput	25.3.5 Sending files	Zftp-Function-System.html#Sending-files
zfdir	functions	zsh_15.html	Zftp-Function-System.html#index-zfdir	25.3.2 Directory management	Zftp-Function-System.html#Directory-management
zffcache	functions	zsh_15.html	Zftp-Function-System.html#index-zffcache	25.3.9 Other functions	Zftp-Function-System.html#Other-functions
zfgcp	functions	zsh_15.html	Zftp-Function-System.html#index-zfgcp	25.3.4 Retrieving files	Zftp-Function-System.html#Retrieving-files
zfget	functions	zsh_15.html	Zftp-Function-System.html#index-zfget	25.3.4 Retrieving files	Zftp-Function-System.html#Retrieving-files
zfget_match	functions	zsh_15.html	Zftp-Function-System.html#index-zfget_005fmatch	25.3.9 Other functions	Zftp-Function-System.html#Other-functions
zfgoto	functions	zsh_15.html	Zftp-Function-System.html#index-zfgoto	25.3.8 Bookmarks	Zftp-Function-System.html#Bookmarks
zfhere	functions	zsh_15.html	Zftp-Function-System.html#index-zfhere	25.3.2 Directory management	Zftp-Function-System.html#Directory-management
zfinit	functions	zsh_15.html	Zftp-Function-System.html#index-zfinit	25.3.9 Other functions	Zftp-Function-System.html#Other-functions
zfls	functions	zsh_15.html	Zftp-Function-System.html#index-zfls	25.3.2 Directory management	Zftp-Function-System.html#Directory-management
zfmark	functions	zsh_15.html	Zftp-Function-System.html#index-zfmark	25.3.8 Bookmarks	Zftp-Function-System.html#Bookmarks
zfopen	functions	zsh_15.html	Zftp-Function-System.html#index-zfopen	25.3.1 Opening a connection	Zftp-Function-System.html#Opening-a-connection
zformat	functions	zsh_15.html	Zsh-Modules.html#index-zformat	22.37 The zsh/zutil Module	Zsh-Modules.html#The-zsh_002fzutil-Module
zfparams	functions	zsh_15.html	Zftp-Function-System.html#index-zfparams	25.3.1 Opening a connection	Zftp-Function-System.html#Opening-a-connection
zfpcp	functions	zsh_15.html	Zftp-Function-System.html#index-zfpcp	25.3.5 Sending files	Zftp-Function-System.html#Sending-files
zfput	functions	zsh_15.html	Zftp-Function-System.html#index-zfput	25.3.5 Sending files	Zftp-Function-System.html#Sending-files
zfrglob	functions	zsh_15.html	Zftp-Function-System.html#index-zfrglob	25.3.9 Other functions	Zftp-Function-System.html#Other-functions
zfrtime	functions	zsh_15.html	Zftp-Function-System.html#index-zfrtime	25.3.9 Other functions	Zftp-Function-System.html#Other-functions
zfsession	functions	zsh_15.html	Zftp-Function-System.html#index-zfsession	25.3.7 Session management	Zftp-Function-System.html#Session-management
zfstat	functions	zsh_15.html	Zftp-Function-System.html#index-zfstat	25.3.3 Status commands	Zftp-Function-System.html#Status-commands
zftp	functions	zsh_15.html	Zsh-Modules.html#index-zftp	22.31 The zsh/zftp Module	Zsh-Modules.html#The-zsh_002fzftp-Module
zftp function system	concepts	zsh_5.html	Zftp-Function-System.html#index-zftp-function-system	25 Zftp Function System	Zftp-Function-System.html#Zftp-Function-System
zftp function system, automatic reopening	concepts	zsh_5.html	Zftp-Function-System.html#index-zftp-function-system_002c-automatic-reopening	25.4.3 Automatic and temporary reopening	Zftp-Function-System.html#Automatic-and-temporary-reopening
zftp function system, configuration	concepts	zsh_5.html	Zftp-Function-System.html#index-zftp-function-system_002c-configuration	25.4.1 Configuration	Zftp-Function-System.html#Configuration-3
zftp function system, remote globbing	concepts	zsh_5.html	Zftp-Function-System.html#index-zftp-function-system_002c-remote-globbing	25.4.2 Remote globbing	Zftp-Function-System.html#Remote-globbing
zftp function system, styles	concepts	zsh_5.html	Zftp-Function-System.html#index-zftp-function-system_002c-styles	25.4.1 Configuration	Zftp-Function-System.html#Configuration-3
zftp, functions	concepts	zsh_5.html	Zsh-Modules.html#index-zftp_002c-functions	22.31.3 Functions	Zsh-Modules.html#Functions-1
zftp, parameters	concepts	zsh_5.html	Zsh-Modules.html#index-zftp_002c-parameters	22.31.2 Parameters	Zsh-Modules.html#Parameters-2
zftp, problems	concepts	zsh_5.html	Zsh-Modules.html#index-zftp_002c-problems	22.31.4 Problems	Zsh-Modules.html#Problems
zftp, subcommands	concepts	zsh_5.html	Zsh-Modules.html#index-zftp_002c-subcommands	22.31.1 Subcommands	Zsh-Modules.html#Subcommands
ZFTP_ACCOUNT	variables	zsh_8.html	Zsh-Modules.html#index-ZFTP_005fACCOUNT	22.31.2 Parameters	Zsh-Modules.html#Parameters-2
zftp_chpwd, specification	functions	zsh_15.html	Zsh-Modules.html#index-zftp_005fchpwd_002c-specification	22.31.3 Functions	Zsh-Modules.html#Functions-1
zftp_chpwd, supplied version	functions	zsh_15.html	Zftp-Function-System.html#index-zftp_005fchpwd_002c-supplied-version	25.3.9 Other functions	Zftp-Function-System.html#Other-functions
ZFTP_CODE	variables	zsh_8.html	Zsh-Modules.html#index-ZFTP_005fCODE	22.31.2 Parameters	Zsh-Modules.html#Parameters-2
ZFTP_COUNT	variables	zsh_8.html	Zsh-Modules.html#index-ZFTP_005fCOUNT	22.31.3 Functions	Zsh-Modules.html#Functions-1
ZFTP_FILE	variables	zsh_8.html	Zsh-Modules.html#index-ZFTP_005fFILE	22.31.3 Functions	Zsh-Modules.html#Functions-1
ZFTP_HOST	variables	zsh_8.html	Zsh-Modules.html#index-ZFTP_005fHOST	22.31.2 Parameters	Zsh-Modules.html#Parameters-2
ZFTP_IP	variables	zsh_8.html	Zsh-Modules.html#index-ZFTP_005fIP	22.31.2 Parameters	Zsh-Modules.html#Parameters-2
ZFTP_PORT	variables	zsh_8.html	Zsh-Modules.html#index-ZFTP_005fPORT	22.31.2 Parameters	Zsh-Modules.html#Parameters-2
ZFTP_PREFS	variables	zsh_8.html	Zsh-Modules.html#index-ZFTP_005fPREFS	22.31.2 Parameters	Zsh-Modules.html#Parameters-2
zftp_progress, specification	functions	zsh_15.html	Zsh-Modules.html#index-zftp_005fprogress_002c-specification	22.31.3 Functions	Zsh-Modules.html#Functions-1
zftp_progress, supplied version	functions	zsh_15.html	Zftp-Function-System.html#index-zftp_005fprogress_002c-supplied-version	25.3.9 Other functions	Zftp-Function-System.html#Other-functions
ZFTP_PWD	variables	zsh_8.html	Zsh-Modules.html#index-ZFTP_005fPWD	22.31.2 Parameters	Zsh-Modules.html#Parameters-2
ZFTP_REPLY	variables	zsh_8.html	Zsh-Modules.html#index-ZFTP_005fREPLY	22.31.2 Parameters	Zsh-Modules.html#Parameters-2
ZFTP_SESSION	variables	zsh_8.html	Zsh-Modules.html#index-ZFTP_005fSESSION	22.31.2 Parameters	Zsh-Modules.html#Parameters-2
ZFTP_SIZE	variables	zsh_8.html	Zsh-Modules.html#index-ZFTP_005fSIZE	22.31.3 Functions	Zsh-Modules.html#Functions-1
ZFTP_SYSTEM	variables	zsh_8.html	Zsh-Modules.html#index-ZFTP_005fSYSTEM	22.31.2 Parameters	Zsh-Modules.html#Parameters-2
ZFTP_TMOUT	variables	zsh_8.html	Zsh-Modules.html#index-ZFTP_005fTMOUT	22.31.2 Parameters	Zsh-Modules.html#Parameters-2
ZFTP_TRANSFER	variables	zsh_8.html	Zsh-Modules.html#index-ZFTP_005fTRANSFER	22.31.3 Functions	Zsh-Modules.html#Functions-1
ZFTP_TYPE	variables	zsh_8.html	Zsh-Modules.html#index-ZFTP_005fTYPE	22.31.2 Parameters	Zsh-Modules.html#Parameters-2
ZFTP_USER	variables	zsh_8.html	Zsh-Modules.html#index-ZFTP_005fUSER	22.31.2 Parameters	Zsh-Modules.html#Parameters-2
ZFTP_VERBOSE	variables	zsh_8.html	Zsh-Modules.html#index-ZFTP_005fVERBOSE	22.31.2 Parameters	Zsh-Modules.html#Parameters-2
zftransfer	functions	zsh_15.html	Zftp-Function-System.html#index-zftransfer	25.3.7 Session management	Zftp-Function-System.html#Session-management
zftype	functions	zsh_15.html	Zftp-Function-System.html#index-zftype	25.3.3 Status commands	Zftp-Function-System.html#Status-commands
zfuget	functions	zsh_15.html	Zftp-Function-System.html#index-zfuget	25.3.4 Retrieving files	Zftp-Function-System.html#Retrieving-files
zfuput	functions	zsh_15.html	Zftp-Function-System.html#index-zfuput	25.3.5 Sending files	Zftp-Function-System.html#Sending-files
zgdbm_tied	functions	zsh_15.html	Zsh-Modules.html#index-zgdbm_005ftied	22.11 The zsh/db/gdbm Module	Zsh-Modules.html#The-zsh_002fdb_002fgdbm-Module
zgdbmpath	functions	zsh_15.html	Zsh-Modules.html#index-zgdbmpath	22.11 The zsh/db/gdbm Module	Zsh-Modules.html#The-zsh_002fdb_002fgdbm-Module
zgetattr	functions	zsh_15.html	Zsh-Modules.html#index-zgetattr	22.2 The zsh/attr Module	Zsh-Modules.html#The-zsh_002fattr-Module
zkbd	functions	zsh_15.html	User-Contributions.html#index-zkbd	26.2.3 Keyboard Definition	User-Contributions.html#Keyboard-Definition
ZLE	options	zsh_12.html	Options.html#index-ZLE	16.2.12 Zle	Options.html#Zle
zle	functions	zsh_15.html	Zsh-Line-Editor.html#index-zle	18.3 Zle Builtins	Zsh-Line-Editor.html#Zle-Builtins
ZLE	concepts	zsh_5.html	Zsh-Line-Editor.html#index-ZLE-1	18 Zsh Line Editor	Zsh-Line-Editor.html#Zsh-Line-Editor
zle, builtin commands	concepts	zsh_5.html	Zsh-Line-Editor.html#index-zle_002c-builtin-commands	18.3 Zle Builtins	Zsh-Line-Editor.html#Zle-Builtins
ZLE, use of	options	zsh_12.html	Zsh-Line-Editor.html#index-ZLE_002c-use-of	18.1 Description	Zsh-Line-Editor.html#Description-9
zle-history-line-set	editor-functions	zsh_17.html	Zsh-Line-Editor.html#index-zle_002dhistory_002dline_002dset	18.5.1 Special Widgets	Zsh-Line-Editor.html#Special-Widgets
zle-isearch-exit	editor-functions	zsh_17.html	Zsh-Line-Editor.html#index-zle_002disearch_002dexit	18.5.1 Special Widgets	Zsh-Line-Editor.html#Special-Widgets
zle-isearch-update	editor-functions	zsh_17.html	Zsh-Line-Editor.html#index-zle_002disearch_002dupdate	18.5.1 Special Widgets	Zsh-Line-Editor.html#Special-Widgets
zle-keymap-select	editor-functions	zsh_17.html	Zsh-Line-Editor.html#index-zle_002dkeymap_002dselect	18.5.1 Special Widgets	Zsh-Line-Editor.html#Special-Widgets
zle-line-finish	editor-functions	zsh_17.html	Zsh-Line-Editor.html#index-zle_002dline_002dfinish	18.5.1 Special Widgets	Zsh-Line-Editor.html#Special-Widgets
zle-line-init	editor-functions	zsh_17.html	Zsh-Line-Editor.html#index-zle_002dline_002dinit	18.5.1 Special Widgets	Zsh-Line-Editor.html#Special-Widgets
zle-line-pre-redraw	editor-functions	zsh_17.html	Zsh-Line-Editor.html#index-zle_002dline_002dpre_002dredraw	18.5.1 Special Widgets	Zsh-Line-Editor.html#Special-Widgets
zle_bracketed_paste	variables	zsh_8.html	Parameters.html#index-zle_005fbracketed_005fpaste	15.6 Parameters Used By The Shell	Parameters.html#Parameters-Used-By-The-Shell
zle_highlight	variables	zsh_8.html	Parameters.html#index-zle_005fhighlight	15.6 Parameters Used By The Shell	Parameters.html#Parameters-Used-By-The-Shell
zle_highlight, setting	variables	zsh_8.html	Zsh-Line-Editor.html#index-zle_005fhighlight_002c-setting	18.7 Character Highlighting	Zsh-Line-Editor.html#Character-Highlighting
zle_highlight, use of	variables	zsh_8.html	Zsh-Line-Editor.html#index-zle_005fhighlight_002c-use-of	18.1 Description	Zsh-Line-Editor.html#Description-9
ZLE_LINE_ABORTED	variables	zsh_8.html	Parameters.html#index-ZLE_005fLINE_005fABORTED	15.6 Parameters Used By The Shell	Parameters.html#Parameters-Used-By-The-Shell
ZLE_RECURSIVE	variables	zsh_8.html	Zsh-Line-Editor.html#index-ZLE_005fRECURSIVE	18.5 User-Defined Widgets	Zsh-Line-Editor.html#User_002dDefined-Widgets
ZLE_REMOVE_SUFFIX_CHARS	variables	zsh_8.html	Parameters.html#index-ZLE_005fREMOVE_005fSUFFIX_005fCHARS	15.6 Parameters Used By The Shell	Parameters.html#Parameters-Used-By-The-Shell
ZLE_RPROMPT_INDENT	variables	zsh_8.html	Parameters.html#index-ZLE_005fRPROMPT_005fINDENT	15.6 Parameters Used By The Shell	Parameters.html#Parameters-Used-By-The-Shell
ZLE_SPACE_SUFFIX_CHARS	variables	zsh_8.html	Parameters.html#index-ZLE_005fSPACE_005fSUFFIX_005fCHARS	15.6 Parameters Used By The Shell	Parameters.html#Parameters-Used-By-The-Shell
ZLE_STATE	variables	zsh_8.html	Zsh-Line-Editor.html#index-ZLE_005fSTATE	18.5 User-Defined Widgets	Zsh-Line-Editor.html#User_002dDefined-Widgets
zlistattr	functions	zsh_15.html	Zsh-Modules.html#index-zlistattr	22.2 The zsh/attr Module	Zsh-Modules.html#The-zsh_002fattr-Module
zln	functions	zsh_15.html	User-Contributions.html#index-zln	26.12.1 Descriptions	User-Contributions.html#Descriptions
zlogin	concepts	zsh_5.html	Files.html#index-zlogin	5.1 Startup/Shutdown Files	Files.html#Startup_002fShutdown-Files
zlogout	concepts	zsh_5.html	Files.html#index-zlogout	5.1 Startup/Shutdown Files	Files.html#Startup_002fShutdown-Files
ZLS_COLORS	variables	zsh_8.html	Zsh-Modules.html#index-ZLS_005fCOLORS	22.7.1 Colored completion listings	Zsh-Modules.html#Colored-completion-listings
ZLS_COLOURS	variables	zsh_8.html	Zsh-Modules.html#index-ZLS_005fCOLOURS	22.7.1 Colored completion listings	Zsh-Modules.html#Colored-completion-listings
zmathfunc	functions	zsh_15.html	User-Contributions.html#index-zmathfunc	26.10 Mathematical Functions	User-Contributions.html#Mathematical-Functions
zmathfuncdef	functions	zsh_15.html	User-Contributions.html#index-zmathfuncdef	26.10 Mathematical Functions	User-Contributions.html#Mathematical-Functions
zmodload	functions	zsh_15.html	Shell-Builtin-Commands.html#index-zmodload	17 Shell Builtin Commands	Shell-Builtin-Commands.html#Shell-Builtin-Commands
zmv	functions	zsh_15.html	User-Contributions.html#index-zmv	26.12.1 Descriptions	User-Contributions.html#Descriptions
zparseopts	functions	zsh_15.html	Zsh-Modules.html#index-zparseopts	22.37 The zsh/zutil Module	Zsh-Modules.html#The-zsh_002fzutil-Module
zprof	functions	zsh_15.html	Zsh-Modules.html#index-zprof	22.34 The zsh/zprof Module	Zsh-Modules.html#The-zsh_002fzprof-Module
zprofile	concepts	zsh_5.html	Files.html#index-zprofile	5.1 Startup/Shutdown Files	Files.html#Startup_002fShutdown-Files
zpty	functions	zsh_15.html	Zsh-Modules.html#index-zpty	22.35 The zsh/zpty Module	Zsh-Modules.html#The-zsh_002fzpty-Module
zrecompile	functions	zsh_15.html	User-Contributions.html#index-zrecompile	26.2.2 Recompiling Functions	User-Contributions.html#Recompiling-Functions
zrecompile utility	concepts	zsh_5.html	User-Contributions.html#index-zrecompile-utility	26.2.2 Recompiling Functions	User-Contributions.html#Recompiling-Functions
zregexparse	functions	zsh_15.html	Zsh-Modules.html#index-zregexparse	22.37 The zsh/zutil Module	Zsh-Modules.html#The-zsh_002fzutil-Module
zselect	functions	zsh_15.html	Zsh-Modules.html#index-zselect	22.36 The zsh/zselect Module	Zsh-Modules.html#The-zsh_002fzselect-Module
zsetattr	functions	zsh_15.html	Zsh-Modules.html#index-zsetattr	22.2 The zsh/attr Module	Zsh-Modules.html#The-zsh_002fattr-Module
zsh-mime-handler	functions	zsh_15.html	User-Contributions.html#index-zsh_002dmime_002dhandler	26.9 MIME Functions	User-Contributions.html#MIME-Functions
zsh-mime-setup	functions	zsh_15.html	User-Contributions.html#index-zsh_002dmime_002dsetup	26.9 MIME Functions	User-Contributions.html#MIME-Functions
zsh-options, completion tag	styles-and-tags	zsh_19.html	Completion-System.html#index-zsh_002doptions_002c-completion-tag	20.3.2 Standard Tags	Completion-System.html#Standard-Tags
zsh/datetime, function system based on	concepts	zsh_5.html	Calendar-Function-System.html#index-zsh_002fdatetime_002c-function-system-based-on	23 Calendar Function System	Calendar-Function-System.html#Calendar-Function-System
ZSH_ARGZERO	variables	zsh_8.html	Parameters.html#index-ZSH_005fARGZERO	15.5 Parameters Set By The Shell	Parameters.html#Parameters-Set-By-The-Shell
zsh_directory_name_generic	functions	zsh_15.html	User-Contributions.html#index-zsh_005fdirectory_005fname_005fgeneric	26.4 Abbreviated dynamic references to directories	User-Contributions.html#Other-Directory-Functions
zsh_eval_context	variables	zsh_8.html	Parameters.html#index-zsh_005feval_005fcontext	15.5 Parameters Set By The Shell	Parameters.html#Parameters-Set-By-The-Shell
ZSH_EVAL_CONTEXT	variables	zsh_8.html	Parameters.html#index-ZSH_005fEVAL_005fCONTEXT	15.5 Parameters Set By The Shell	Parameters.html#Parameters-Set-By-The-Shell
ZSH_EXECUTION_STRING	variables	zsh_8.html	Parameters.html#index-ZSH_005fEXECUTION_005fSTRING	15.5 Parameters Set By The Shell	Parameters.html#Parameters-Set-By-The-Shell
